YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,CANCELLED,DEP_HOUR,DEPARTURE_DELAY
2025,7,2,4,UA,ORD,DEN,2345,1982,0,23,30.0
2025,5,12,3,AA,EWR,MIA,290,2998,0,2,12.0
2025,12,19,2,B6,ORD,FLL,2380,4695,0,23,9.0
2025,9,27,5,SW,ATL,JFK,1400,1468,0,14,23.0
2025,4,23,0,B6,EWR,PHL,1195,4887,0,11,6.0
2025,11,5,0,SW,CLT,SFO,1515,4855,0,15,32.0
2025,3,23,4,F9,ORD,PHL,2235,1721,0,22,23.0
2025,4,25,5,UA,DEN,PHX,2120,2933,0,21,3.0
2025,5,25,0,F9,EWR,PHL,1415,1636,0,14,9.0
2025,6,3,2,SW,LAX,MSP,735,2712,0,7,20.0
2025,3,24,0,NK,LAX,DEN,1930,3821,0,19,19.0
2025,2,6,4,DL,BOS,LAX,1435,4708,0,14,5.0
2025,4,13,6,AS,FLL,PHX,1845,1685,0,18,15.0
2025,5,20,1,UA,SFO,CLT,1855,676,0,18,34.0
2025,4,15,1,NK,DFW,MCO,1540,570,0,15,12.0
2025,11,4,4,DL,PHX,EWR,385,923,0,3,28.0
2025,12,20,1,NK,LAX,JFK,1710,1372,0,17,39.0
2025,3,7,6,B6,LGA,CLT,390,2929,0,3,17.0
2025,8,22,5,SW,CLT,MSP,770,1627,0,7,4.0
2025,10,18,0,SW,DTW,DTW,2285,2954,0,22,7.0
2025,4,21,6,SW,DEN,JFK,900,2011,0,9,9.0
2025,2,21,4,AS,SEA,ORD,50,4209,0,0,33.0
2025,2,22,6,NK,PHX,MIA,625,2880,0,6,6.0
2025,1,7,6,AA,MIA,PHX,2145,1931,0,21,12.0
2025,4,12,4,UA,JFK,EWR,2190,4698,0,21,10.0
2025,10,11,4,DL,IAH,SFO,175,4335,0,1,7.0
2025,9,24,1,F9,MIA,CLT,355,4114,0,3,19.0
2025,11,12,3,AA,MCO,ORD,1395,3454,0,13,16.0
2025,7,26,1,UA,CLT,LAX,1870,252,0,18,75.0
2025,12,15,4,SW,CLT,BOS,145,729,0,1,11.0
2025,10,8,0,SW,LAX,PHL,2105,2805,0,21,5.0
2025,7,11,5,DL,LGA,DTW,1640,2137,0,16,22.0
2025,7,21,3,AA,DEN,DEN,1055,1578,0,10,25.0
2025,8,18,4,SW,JFK,SEA,360,1230,0,3,7.0
2025,1,10,6,AS,IAH,MCO,985,3677,0,9,2.0
2025,10,8,5,UA,MCO,MSP,10,1121,0,0,25.0
2025,10,6,1,DL,ATL,DFW,145,335,0,1,9.0
2025,8,3,6,AS,PHL,SFO,2170,3183,0,21,27.0
2025,4,20,2,DL,JFK,LAX,1315,3092,0,13,16.0
2025,4,12,4,UA,SFO,IAH,1075,4566,0,10,6.0
2025,4,17,0,F9,MIA,LGA,2195,1472,0,21,6.0
2025,6,3,2,AA,LGA,IAH,1415,861,0,14,9.0
2025,7,20,2,F9,CLT,LGA,2325,775,0,23,9.0
2025,6,18,1,NK,CLT,BOS,2045,2219,0,20,25.0
2025,1,12,1,AS,ATL,CLT,165,2770,0,1,46.0
2025,12,22,5,F9,MCO,SFO,1140,2111,0,11,3.0
2025,8,24,3,SW,DTW,FLL,1580,158,0,15,6.0
2025,10,16,4,DL,BOS,LGA,1760,877,0,17,54.0
2025,11,28,5,F9,DTW,ATL,85,4301,0,0,18.0
2025,7,22,3,AA,FLL,MCO,670,603,0,6,13.0
2025,6,10,3,UA,LGA,BOS,1185,2614,0,11,15.0
2025,6,19,2,SW,FLL,SFO,1045,2403,0,10,35.0
2025,5,9,1,DL,ATL,SEA,720,246,0,7,8.0
2025,6,14,6,NK,DFW,BOS,310,1613,0,3,20.0
2025,12,20,2,AA,IAH,SFO,1295,665,0,12,13.0
2025,9,14,4,UA,ATL,BOS,175,1359,0,1,11.0
2025,10,22,3,B6,LGA,ATL,60,1907,0,0,28.0
2025,9,4,3,NK,PHX,IAH,2260,4180,0,22,6.0
2025,10,15,4,B6,BOS,SEA,2175,1238,0,21,37.0
2025,8,20,5,B6,SEA,PHL,485,2046,0,4,6.0
2025,10,27,3,AA,PHL,LGA,960,1763,0,9,14.0
2025,9,2,1,UA,DTW,DEN,170,3690,0,1,12.0
2025,10,26,1,SW,BOS,JFK,2190,914,0,21,13.0
2025,8,18,3,B6,MSP,IAH,235,4019,0,2,15.0
2025,8,2,4,AS,ATL,MSP,1965,674,0,19,26.0
2025,1,18,6,DL,SFO,MCO,2245,3776,0,22,16.0
2025,10,8,2,F9,BOS,LGA,1340,1796,0,13,39.0
2025,11,10,3,AS,DTW,ATL,2305,1572,0,23,57.0
2025,5,20,0,SW,DEN,ORD,105,2237,0,1,5.0
2025,4,4,1,NK,MIA,DEN,1610,3150,0,16,20.0
2025,2,10,0,AS,MSP,PHL,1050,477,0,10,6.0
2025,8,10,6,DL,BOS,BOS,2145,1487,0,21,4.0
2025,3,27,0,SW,DEN,ORD,1470,535,0,14,10.0
2025,4,3,0,NK,ORD,IAH,1850,2480,0,18,18.0
2025,12,21,6,DL,PHX,IAH,1030,2797,0,10,19.0
2025,7,4,3,AS,LAX,IAH,810,3419,0,8,17.0
2025,10,23,3,F9,SFO,DEN,525,3784,0,5,6.0
2025,9,10,0,NK,MCO,LAX,1260,174,0,12,33.0
2025,2,7,3,F9,DTW,EWR,2215,1255,0,22,56.0
2025,3,22,0,AA,LAX,LGA,1950,2967,0,19,34.0
2025,4,23,0,NK,ORD,ATL,340,1643,0,3,31.0
2025,10,12,5,B6,DEN,IAH,1725,1467,0,17,14.0
2025,1,7,2,NK,LGA,DEN,2275,3026,0,22,10.0
2025,7,13,5,NK,MSP,CLT,465,4631,0,4,20.0
2025,2,8,6,AA,DTW,PHX,1690,908,0,16,37.0
2025,5,27,2,DL,DTW,DEN,1025,4073,0,10,36.0
2025,1,13,2,AA,MIA,DFW,755,3200,0,7,9.0
2025,3,1,4,DL,MCO,LGA,2025,4229,0,20,32.0
2025,12,16,1,AS,MIA,PHX,1750,3394,0,17,47.0
2025,2,19,3,UA,LAX,MSP,2180,1509,0,21,6.0
2025,1,28,2,SW,FLL,DTW,440,4465,0,4,20.0
2025,7,19,1,AS,ATL,ORD,1330,2239,0,13,24.0
2025,5,21,1,UA,JFK,CLT,965,4171,0,9,10.0
2025,1,26,5,F9,DTW,BOS,1310,2269,0,13,28.0
2025,6,13,3,B6,MSP,MIA,1430,4050,0,14,11.0
2025,5,7,5,AS,LAX,LGA,505,4102,0,5,6.0
2025,3,15,4,UA,MSP,JFK,165,4539,0,1,11.0
2025,12,26,0,F9,PHL,EWR,1835,4207,0,18,24.0
2025,7,6,2,DL,DTW,DTW,90,3694,0,0,26.0
2025,11,4,6,SW,SFO,SFO,1180,4529,0,11,6.0
2025,10,22,4,B6,MIA,JFK,460,938,0,4,7.0
2025,9,23,6,NK,IAH,LGA,1085,3385,0,10,6.0
2025,9,20,3,DL,CLT,IAH,1050,4193,0,10,15.0
2025,9,11,4,NK,SEA,DEN,700,4058,0,7,51.0
2025,2,24,5,SW,PHL,MCO,1115,3219,0,11,2.0
2025,3,21,1,UA,FLL,ATL,400,3249,0,4,34.0
2025,7,19,4,B6,FLL,MCO,865,2875,0,8,9.0
2025,5,2,2,AA,DFW,IAH,1070,2899,0,10,13.0
2025,2,17,6,F9,ATL,MSP,975,4900,0,9,8.0
2025,3,15,4,AA,EWR,BOS,1715,1108,0,17,45.0
2025,10,20,4,NK,MIA,IAH,1860,4654,0,18,34.0
2025,6,18,1,AA,LAX,EWR,245,4754,0,2,9.0
2025,7,12,6,B6,ATL,DTW,310,2847,0,3,8.0
2025,9,3,5,NK,JFK,LAX,35,197,0,0,19.0
2025,1,17,4,NK,CLT,ORD,1695,1238,0,16,33.0
2025,11,14,6,B6,PHL,DTW,1145,4595,0,11,20.0
2025,7,6,1,NK,IAH,ORD,100,3431,0,1,23.0
2025,8,4,2,AA,LAX,EWR,540,4925,0,5,17.0
2025,12,21,2,B6,ORD,DTW,1915,1491,0,19,23.0
2025,3,8,0,F9,DFW,DTW,1220,4159,0,12,11.0
2025,4,27,5,AS,EWR,SEA,2135,282,0,21,9.0
2025,10,20,0,NK,DEN,PHX,960,2189,0,9,13.0
2025,6,22,1,F9,EWR,PHL,825,2038,0,8,8.0
2025,10,3,0,AS,ATL,ATL,0,4829,0,0,13.0
2025,7,8,0,AA,PHL,DEN,525,1009,0,5,13.0
2025,4,13,3,B6,JFK,BOS,1115,3817,0,11,9.0
2025,8,19,0,DL,DFW,MSP,2335,1237,0,23,10.0
2025,5,15,5,UA,DFW,SEA,2130,1414,0,21,14.0
2025,1,23,4,AA,DEN,MSP,165,828,0,1,6.0
2025,4,7,2,DL,ATL,ATL,180,3947,0,1,24.0
2025,3,3,0,DL,BOS,MSP,105,1671,0,1,18.0
2025,9,19,6,DL,SEA,CLT,130,1248,0,1,10.0
2025,8,26,1,NK,DTW,JFK,320,889,0,3,7.0
2025,1,10,6,AS,DTW,DFW,610,1363,0,6,14.0
2025,11,28,3,F9,SEA,LGA,1130,4725,0,11,7.0
2025,6,27,6,SW,MCO,JFK,2105,2007,0,21,2.0
2025,9,16,6,B6,MSP,MIA,1105,1577,0,11,17.0
2025,7,14,3,AS,IAH,LAX,1600,2451,0,16,37.0
2025,4,8,2,AA,MIA,DEN,60,2061,0,0,14.0
2025,1,11,2,NK,DFW,ORD,1505,1398,0,15,7.0
2025,12,19,1,B6,DFW,PHL,1180,3738,0,11,18.0
2025,2,2,1,NK,PHL,CLT,1190,2452,0,11,9.0
2025,12,5,5,AA,DTW,EWR,210,4741,0,2,32.0
2025,5,11,5,AA,MSP,DEN,1975,3861,0,19,23.0
2025,12,7,1,UA,MIA,ATL,1530,2715,0,15,29.0
2025,11,8,3,UA,MSP,LGA,1310,4037,0,13,8.0
2025,5,17,3,SW,LAX,PHX,1730,2804,0,17,31.0
2025,8,12,1,AS,JFK,PHL,1845,4553,0,18,42.0
2025,6,18,0,DL,PHL,SFO,1880,1971,0,18,45.0
2025,8,7,6,B6,DEN,DEN,835,3840,0,8,22.0
2025,2,9,5,NK,PHL,DFW,1245,570,0,12,3.0
2025,3,19,0,AS,DEN,SFO,1635,2219,0,16,25.0
2025,6,14,1,AA,ATL,SEA,2310,2313,0,23,10.0
2025,12,24,1,SW,ATL,JFK,60,3619,0,0,9.0
2025,10,26,3,UA,ATL,LAX,980,3581,0,9,15.0
2025,3,19,0,B6,IAH,LAX,2185,4065,0,21,12.0
2025,6,20,5,SW,IAH,JFK,1200,2138,0,12,4.0
2025,6,18,2,DL,DEN,LGA,1060,1757,0,10,15.0
2025,2,25,2,SW,IAH,IAH,1255,2088,0,12,10.0
2025,7,15,4,SW,EWR,LAX,2230,3116,0,22,13.0
2025,12,21,5,SW,BOS,LAX,355,3261,0,3,27.0
2025,2,21,2,AA,MCO,MCO,1535,259,0,15,31.0
2025,6,4,0,DL,DTW,FLL,590,4883,0,5,19.0
2025,1,13,3,UA,BOS,PHL,2015,1848,0,20,19.0
2025,3,5,6,AS,MSP,FLL,1540,3822,0,15,9.0
2025,2,12,0,UA,SEA,MCO,845,3476,0,8,21.0
2025,7,17,0,SW,IAH,MIA,850,4127,0,8,18.0
2025,4,10,2,SW,EWR,MCO,2225,211,0,22,52.0
2025,8,26,1,AS,JFK,LAX,295,1166,0,2,15.0
2025,6,12,4,DL,MSP,MIA,1280,2926,0,12,24.0
2025,12,6,2,SW,PHL,PHX,1285,4763,0,12,8.0
2025,10,27,2,AA,ORD,MSP,1395,533,0,13,15.0
2025,4,20,2,NK,MIA,PHL,1795,2382,0,17,39.0
2025,5,28,4,B6,MIA,DEN,2030,3857,0,20,26.0
2025,9,20,3,AA,DTW,MCO,445,4615,0,4,30.0
2025,7,12,5,UA,SFO,PHX,550,593,0,5,5.0
2025,10,13,2,NK,IAH,DEN,1195,4042,0,11,6.0
2025,9,21,3,AA,ATL,MSP,515,1300,0,5,12.0
2025,7,17,3,F9,SFO,ATL,215,3002,0,2,10.0
2025,12,20,6,UA,DEN,CLT,775,4226,0,7,12.0
2025,1,10,0,NK,FLL,JFK,300,195,0,3,23.0
2025,12,19,1,SW,ATL,EWR,275,1263,0,2,25.0
2025,8,5,4,AA,MIA,DFW,45,492,0,0,7.0
2025,4,26,1,F9,MSP,BOS,1965,3521,0,19,26.0
2025,3,5,3,AA,SEA,SFO,1830,4690,0,18,17.0
2025,7,8,3,AS,LAX,JFK,935,992,0,9,15.0
2025,12,17,4,UA,JFK,ATL,1980,2021,0,19,20.0
2025,3,3,1,AS,MSP,CLT,365,3807,0,3,20.0
2025,8,21,6,DL,ATL,DFW,745,484,0,7,12.0
2025,6,16,0,NK,DEN,ATL,465,3255,0,4,11.0
2025,5,27,1,B6,EWR,MCO,840,2961,0,8,6.0
2025,4,19,2,AS,ORD,MCO,10,4484,0,0,18.0
2025,8,6,6,NK,MCO,MSP,2150,2486,0,21,29.0
2025,8,10,1,F9,SEA,PHX,1735,1376,0,17,30.0
2025,12,16,3,NK,DTW,JFK,1875,1792,0,18,52.0
2025,1,13,4,AA,LGA,MCO,1975,1494,0,19,20.0
2025,9,3,2,F9,MCO,SFO,405,2928,0,4,8.0
2025,5,22,3,NK,MIA,MCO,90,1378,0,0,14.0
2025,4,8,1,F9,SFO,PHL,1140,3409,0,11,19.0
2025,6,20,4,AA,MCO,DFW,2305,3617,0,23,10.0
2025,6,8,2,DL,ATL,ATL,590,3654,0,5,41.0
2025,2,7,1,UA,IAH,CLT,590,4397,0,5,12.0
2025,8,27,2,F9,DFW,DEN,2125,3515,0,21,8.0
2025,7,11,0,UA,CLT,EWR,85,3093,0,0,10.0
2025,1,20,0,B6,ATL,LAX,640,3752,0,6,27.0
2025,5,3,6,UA,SEA,PHX,1105,1624,0,11,39.0
2025,12,21,4,F9,CLT,JFK,870,1759,0,8,6.0
2025,6,21,0,DL,JFK,MSP,700,2614,0,7,8.0
2025,4,7,3,SW,LAX,CLT,1785,4002,0,17,24.0
2025,2,11,1,SW,EWR,JFK,440,704,0,4,17.0
2025,4,17,2,DL,SFO,EWR,560,537,0,5,10.0
2025,1,25,2,AS,LAX,LGA,780,4744,0,7,12.0
2025,7,18,5,DL,ATL,EWR,2270,1735,0,22,22.0
2025,2,25,0,F9,SEA,PHL,535,3998,0,5,17.0
2025,2,9,2,SW,MSP,DEN,355,2094,0,3,15.0
2025,9,13,2,B6,PHX,LGA,520,3187,0,5,18.0
2025,5,15,1,B6,SFO,DFW,1590,2575,0,15,5.0
2025,2,19,4,SW,SFO,MIA,215,3669,0,2,24.0
2025,11,15,5,AS,FLL,DEN,1225,1831,0,12,47.0
2025,9,7,2,AA,LAX,DFW,830,4085,0,8,20.0
2025,9,3,0,AA,EWR,BOS,1065,3828,0,10,12.0
2025,1,24,0,AA,DFW,SEA,630,2665,0,6,56.0
2025,11,8,5,UA,MCO,PHX,1025,4800,0,10,15.0
2025,3,13,4,SW,MIA,JFK,1785,3933,0,17,29.0
2025,4,16,2,NK,PHL,EWR,1940,873,0,19,17.0
2025,7,3,2,NK,DFW,ATL,2280,4355,0,22,30.0
2025,10,21,2,DL,MCO,EWR,485,4849,0,4,10.0
2025,4,23,4,NK,SFO,MCO,1800,2439,0,18,19.0
2025,2,1,0,AS,DFW,LAX,1015,3162,0,10,26.0
2025,7,3,2,NK,ORD,SEA,1665,3906,0,16,22.0
2025,6,16,5,SW,DTW,MCO,960,2326,0,9,4.0
2025,3,1,2,AA,SEA,SEA,2265,3875,0,22,20.0
2025,6,18,5,F9,FLL,DFW,1355,4731,0,13,5.0
2025,11,14,6,AS,MIA,SEA,1785,3623,0,17,22.0
2025,6,7,5,DL,ATL,SEA,910,2762,0,9,5.0
2025,12,23,3,NK,DTW,EWR,500,3422,0,5,20.0
2025,5,3,1,F9,ORD,EWR,1615,334,0,16,31.0
2025,4,22,4,SW,MCO,BOS,1265,2427,0,12,22.0
2025,10,16,1,DL,MCO,MIA,595,4239,0,5,6.0
2025,12,6,4,SW,IAH,JFK,735,597,0,7,9.0
2025,1,18,6,SW,CLT,LAX,2220,1459,0,22,8.0
2025,10,25,1,F9,DFW,ATL,1625,1935,0,16,18.0
2025,6,13,3,AA,ORD,JFK,1755,1020,0,17,33.0
2025,2,24,1,F9,SEA,PHL,1035,4959,0,10,50.0
2025,3,2,6,AS,JFK,ATL,610,3422,0,6,13.0
2025,8,12,2,F9,DTW,BOS,1205,4863,0,12,11.0
2025,10,4,1,F9,JFK,MIA,2100,4128,0,21,13.0
2025,6,9,1,B6,MSP,MIA,1285,419,0,12,25.0
2025,3,20,0,B6,LAX,EWR,255,4789,0,2,7.0
2025,7,23,4,B6,MIA,BOS,680,4169,0,6,26.0
2025,4,5,1,AA,MCO,SFO,2235,961,0,22,7.0
2025,9,10,5,SW,EWR,EWR,1160,1529,0,11,37.0
2025,5,6,2,AA,EWR,ATL,900,2792,0,9,7.0
2025,3,1,2,SW,DTW,JFK,1870,900,0,18,34.0
2025,2,20,4,NK,SFO,IAH,1055,4348,0,10,16.0
2025,11,5,3,B6,ORD,CLT,1335,4969,0,13,10.0
2025,2,6,4,B6,EWR,MIA,550,775,0,5,6.0
2025,3,22,6,AA,PHX,PHX,1200,3650,0,12,17.0
2025,2,21,6,NK,ORD,ORD,845,4259,0,8,11.0
2025,4,19,6,SW,PHL,PHX,1985,4712,0,19,85.0
2025,2,11,2,B6,DFW,DEN,1615,1498,0,16,26.0
2025,10,15,3,UA,IAH,DTW,1400,4014,0,14,5.0
2025,9,2,3,UA,MSP,FLL,810,2393,0,8,6.0
2025,2,15,6,B6,SEA,LAX,2185,1781,0,21,9.0
2025,9,7,6,DL,CLT,BOS,830,594,0,8,14.0
2025,6,17,0,SW,CLT,IAH,2270,4897,0,22,30.0
2025,1,12,6,AA,MSP,LGA,35,4236,0,0,29.0
2025,4,12,5,SW,MSP,FLL,1520,4765,0,15,4.0
2025,1,5,1,AA,SFO,SFO,1430,266,0,14,23.0
2025,6,20,5,DL,MCO,MSP,1315,3893,0,13,4.0
2025,4,7,5,B6,SEA,MCO,130,356,0,1,14.0
2025,3,2,0,B6,PHL,SEA,1085,1021,0,10,16.0
2025,3,27,1,B6,MIA,DFW,1805,2932,0,18,28.0
2025,9,13,0,SW,DFW,SFO,1610,4037,0,16,29.0
2025,6,24,3,DL,FLL,EWR,1180,926,0,11,7.0
2025,9,9,1,AA,SEA,MSP,2090,2271,0,20,22.0
2025,5,15,6,AS,PHL,BOS,870,3813,0,8,9.0
2025,2,28,6,B6,DFW,PHX,1160,4005,0,11,3.0
2025,8,26,2,AA,CLT,PHX,1210,1536,0,12,5.0
2025,5,15,3,DL,ATL,LAX,15,4898,0,0,26.0
2025,2,1,6,SW,DEN,FLL,120,1958,0,1,6.0
2025,4,21,4,F9,DFW,PHL,300,2998,0,3,15.0
2025,9,20,3,F9,ATL,SFO,355,3069,0,3,10.0
2025,4,21,2,SW,MIA,MIA,875,693,0,8,17.0
2025,12,25,6,DL,ATL,PHX,2280,2061,0,22,6.0
2025,12,28,0,NK,EWR,JFK,1285,3812,0,12,19.0
2025,12,3,1,F9,MCO,MIA,2070,887,0,20,43.0
2025,4,1,0,SW,ORD,JFK,235,1829,0,2,10.0
2025,2,27,5,NK,DEN,CLT,2360,3360,0,23,6.0
2025,12,19,6,UA,PHX,DEN,1755,2166,0,17,16.0
2025,6,20,0,B6,LAX,MSP,1115,2394,0,11,8.0
2025,11,13,1,AS,DEN,DFW,1155,4440,0,11,49.0
2025,2,15,0,DL,MIA,SEA,1825,1253,0,18,24.0
2025,12,13,5,AS,IAH,DEN,735,3046,0,7,20.0
2025,7,18,6,DL,SEA,CLT,630,2609,0,6,15.0
2025,3,17,2,AS,IAH,FLL,830,1647,0,8,38.0
2025,3,1,6,AA,ATL,SEA,870,1497,0,8,28.0
2025,5,15,5,DL,MSP,EWR,2030,3098,0,20,22.0
2025,3,24,6,F9,DTW,DFW,1635,1855,0,16,17.0
2025,2,4,4,SW,CLT,SFO,2270,2846,0,22,22.0
2025,10,28,1,AS,PHX,DEN,875,4298,0,8,10.0
2025,9,2,0,AA,DFW,SFO,405,900,0,4,24.0
2025,2,26,1,AA,MCO,LAX,1630,4098,0,16,22.0
2025,11,19,5,NK,ORD,ORD,485,2901,0,4,13.0
2025,2,8,0,B6,DFW,DTW,1055,2787,0,10,9.0
2025,8,22,2,AA,JFK,PHX,250,407,0,2,8.0
2025,9,16,3,SW,LAX,LAX,1290,2782,0,12,8.0
2025,7,8,4,AA,FLL,MSP,1750,4961,0,17,18.0
2025,3,10,6,AS,FLL,PHL,1820,3848,0,18,19.0
2025,9,16,4,NK,SFO,LGA,1740,563,0,17,29.0
2025,3,5,1,SW,LAX,PHL,1185,2546,0,11,8.0
2025,5,19,4,B6,BOS,CLT,1085,1606,0,10,8.0
2025,9,6,0,F9,MSP,LAX,685,3975,0,6,13.0
2025,12,10,5,DL,PHL,BOS,765,2331,0,7,12.0
2025,3,24,2,SW,MCO,DFW,255,3726,0,2,6.0
2025,7,5,6,DL,SEA,ORD,330,2671,0,3,17.0
2025,12,21,5,F9,FLL,ORD,830,302,0,8,2.0
2025,1,19,2,DL,DEN,SEA,400,4166,0,4,6.0
2025,4,19,6,DL,PHL,MIA,2150,2977,0,21,2.0
2025,4,13,6,DL,JFK,MSP,2260,2434,0,22,3.0
2025,7,28,5,F9,DEN,PHL,820,365,0,8,5.0
2025,8,15,1,F9,DEN,DTW,270,1845,0,2,11.0
2025,1,8,0,F9,MIA,BOS,2080,4105,0,20,29.0
2025,5,11,4,NK,DEN,JFK,430,2651,0,4,50.0
2025,7,1,0,B6,CLT,FLL,325,1827,0,3,14.0
2025,12,4,6,F9,DFW,IAH,1055,3313,0,10,22.0
2025,4,25,4,NK,SFO,SFO,640,705,0,6,13.0
2025,4,22,6,SW,IAH,IAH,1570,2255,0,15,21.0
2025,4,22,6,F9,IAH,SFO,610,3840,0,6,16.0
2025,12,26,6,NK,PHL,LGA,870,2929,0,8,13.0
2025,6,27,0,B6,ATL,PHL,1730,2066,0,17,24.0
2025,7,27,4,F9,DFW,DEN,905,4797,0,9,31.0
2025,2,13,4,B6,ATL,MCO,1405,1941,0,14,7.0
2025,5,7,6,UA,BOS,PHX,180,4257,0,1,12.0
2025,4,27,2,NK,LAX,ATL,1115,2712,0,11,33.0
2025,3,7,3,F9,IAH,BOS,880,4427,0,8,7.0
2025,7,6,3,UA,FLL,BOS,1595,1809,0,15,10.0
2025,11,25,5,F9,JFK,LAX,2235,3246,0,22,4.0
2025,12,8,1,NK,IAH,ORD,1295,2753,0,12,13.0
2025,6,12,6,NK,ORD,ATL,1840,1759,0,18,28.0
2025,7,24,5,AA,DTW,MIA,1140,2326,0,11,2.0
2025,5,18,3,NK,MCO,BOS,2180,3466,0,21,15.0
2025,6,23,6,AS,IAH,PHX,1520,4618,0,15,24.0
2025,5,15,1,AS,MSP,PHX,475,2297,0,4,12.0
2025,7,28,2,B6,MSP,DEN,1720,2409,0,17,20.0
2025,2,16,1,F9,MCO,DEN,2265,3042,0,22,14.0
2025,11,1,6,AS,BOS,EWR,50,1850,0,0,15.0
2025,5,10,3,AA,SFO,FLL,1550,2240,0,15,39.0
2025,6,15,4,F9,CLT,EWR,1825,203,0,18,47.0
2025,6,24,1,AS,LAX,SEA,2190,4903,0,21,8.0
2025,5,13,6,SW,CLT,ORD,1435,1966,0,14,4.0
2025,10,19,3,NK,LGA,SFO,470,2614,0,4,42.0
2025,7,27,3,B6,SEA,EWR,2295,2295,0,22,13.0
2025,10,13,4,B6,LGA,DFW,250,4732,0,2,5.0
2025,8,9,6,UA,DTW,LGA,555,4746,0,5,4.0
2025,7,21,0,NK,ATL,DFW,1025,3953,0,10,30.0
2025,5,16,6,F9,DFW,MCO,320,231,0,3,21.0
2025,1,23,3,B6,ORD,LAX,1895,2687,0,18,19.0
2025,5,14,2,F9,SFO,DTW,840,1775,0,8,9.0
2025,10,23,6,DL,EWR,PHL,2005,1660,0,20,26.0
2025,2,9,5,B6,MCO,DTW,1040,1388,0,10,13.0
2025,5,18,4,B6,SEA,SFO,550,2473,0,5,20.0
2025,5,4,0,B6,BOS,LGA,645,2952,0,6,5.0
2025,2,12,4,AS,PHX,PHL,1025,2550,0,10,36.0
2025,5,24,5,AA,PHL,IAH,1570,895,0,15,3.0
2025,4,5,1,NK,DFW,SFO,895,482,0,8,16.0
2025,1,11,3,AA,LAX,SFO,25,2951,0,0,6.0
2025,3,5,3,F9,MCO,ORD,175,4494,0,1,10.0
2025,1,19,4,SW,MIA,MIA,1380,3169,0,13,9.0
2025,12,21,1,DL,PHL,MSP,955,2913,0,9,22.0
2025,11,7,5,DL,IAH,LGA,350,710,0,3,19.0
2025,5,4,4,F9,ATL,ORD,225,3371,0,2,16.0
2025,4,8,2,F9,PHL,DTW,1505,3648,0,15,14.0
2025,7,27,3,AA,IAH,JFK,135,4551,0,1,12.0
2025,5,6,3,AS,JFK,SFO,1190,3174,0,11,12.0
2025,10,6,2,F9,LAX,IAH,1965,4866,0,19,35.0
2025,4,22,0,B6,CLT,MSP,10,4560,0,0,30.0
2025,2,4,5,SW,SEA,EWR,1845,2879,0,18,24.0
2025,4,14,3,B6,ATL,DFW,970,3743,0,9,20.0
2025,12,3,5,SW,BOS,DFW,805,530,0,8,4.0
2025,2,10,4,F9,LAX,PHX,2130,4452,0,21,36.0
2025,8,22,0,DL,MSP,ORD,235,1243,0,2,29.0
2025,3,6,0,SW,DEN,SFO,1825,4470,0,18,22.0
2025,9,18,4,B6,EWR,SEA,2045,4474,0,20,37.0
2025,4,10,5,UA,JFK,DFW,930,4160,0,9,47.0
2025,6,9,2,DL,EWR,DEN,685,1047,0,6,6.0
2025,10,16,0,NK,BOS,JFK,1780,3348,0,17,25.0
2025,5,20,3,AA,CLT,CLT,700,4039,0,7,5.0
2025,10,4,1,NK,JFK,DEN,835,481,0,8,23.0
2025,1,26,0,SW,PHX,DTW,95,4677,0,0,13.0
2025,9,28,2,DL,DTW,BOS,1400,4735,0,14,29.0
2025,1,11,4,NK,ATL,ORD,270,4026,0,2,33.0
2025,8,28,3,AS,BOS,MSP,560,4679,0,5,30.0
2025,9,12,1,AS,MCO,SFO,2245,2127,0,22,7.0
2025,9,24,0,B6,LAX,BOS,2140,734,0,21,30.0
2025,1,19,2,F9,MIA,DFW,1745,973,0,17,19.0
2025,2,10,1,UA,PHL,SFO,1665,1244,0,16,19.0
2025,12,7,1,B6,PHL,ORD,435,1964,0,4,33.0
2025,1,7,3,AA,SEA,MCO,595,584,0,5,25.0
2025,10,18,6,AS,DTW,ORD,920,295,0,9,28.0
2025,2,3,3,NK,DFW,EWR,1140,186,0,11,39.0
2025,10,12,0,DL,MSP,MCO,1205,793,0,12,13.0
2025,12,14,0,SW,ATL,MIA,1420,1844,0,14,15.0
2025,8,20,1,AS,SFO,MIA,810,2941,0,8,58.0
2025,5,2,2,NK,LAX,PHX,2225,3649,0,22,33.0
2025,12,9,1,AS,SFO,IAH,1185,434,0,11,16.0
2025,11,10,5,UA,SEA,PHX,1535,2363,0,15,3.0
2025,7,27,2,B6,ORD,ORD,1185,947,0,11,19.0
2025,2,6,3,B6,SEA,IAH,635,722,0,6,40.0
2025,8,17,2,SW,LGA,SFO,2005,3649,0,20,37.0
2025,11,15,2,B6,EWR,PHL,2340,851,0,23,20.0
2025,6,1,3,SW,DTW,IAH,940,4288,0,9,6.0
2025,8,24,4,AS,DFW,LAX,545,184,0,5,17.0
2025,1,27,5,F9,LAX,MIA,935,575,0,9,4.0
2025,1,22,1,SW,DEN,DFW,1735,3266,0,17,37.0
